Jennifer,F,63112,1974.txt
Amy,F,29564,1974.txt
Michelle,F,25827,1974.txt
Heather,F,23182,1974.txt
Angela,F,22801,1974.txt
Kimberly,F,22420,1974.txt
Melissa,F,22165,1974.txt
Lisa,F,19776,1974.txt
Stephanie,F,16981,1974.txt
Rebecca,F,15166,1974.txt
Nicole,F,13116,1974.txt
Elizabeth,F,12259,1974.txt
Mary,F,11738,1974.txt
Julie,F,11359,1974.txt
Christina,F,10849,1974.txt
Kelly,F,10846,1974.txt
Jessica,F,10654,1974.txt
Shannon,F,10609,1974.txt
Christine,F,9899,1974.txt
Sarah,F,9785,1974.txt
Laura,F,9718,1974.txt
Dawn,F,9418,1974.txt
Tracy,F,9291,1974.txt
Tammy,F,9241,1974.txt
Tina,F,8667,1974.txt
Karen,F,8651,1974.txt
Susan,F,8472,1974.txt
April,F,8452,1974.txt
Patricia,F,8036,1974.txt
Lori,F,7962,1974.txt
Maria,F,7787,1974.txt
Wendy,F,7563,1974.txt
Cynthia,F,7554,1974.txt
Andrea,F,7478,1974.txt
Amanda,F,7476,1974.txt
Rachel,F,7397,1974.txt
Tonya,F,6878,1974.txt
Stacy,F,6739,1974.txt
Tara,F,6656,1974.txt
Danielle,F,6628,1974.txt
Tiffany,F,6476,1974.txt
Carrie,F,6435,1974.txt
Monica,F,6284,1974.txt
Sandra,F,6270,1974.txt
Kristen,F,6054,1974.txt
Tanya,F,5996,1974.txt
Erin,F,5870,1974.txt
Stacey,F,5802,1974.txt
Crystal,F,5622,1974.txt
Michele,F,5586,1974.txt
Melanie,F,5483,1974.txt
Denise,F,5398,1974.txt
Teresa,F,5395,1974.txt
Pamela,F,5272,1974.txt
Dana,F,5157,1974.txt
Holly,F,5142,1974.txt
Christy,F,5067,1974.txt
Jill,F,5060,1974.txt
Brenda,F,4829,1974.txt
Heidi,F,4686,1974.txt
Sara,F,4649,1974.txt
Katherine,F,4529,1974.txt
Robin,F,4524,1974.txt
Tamara,F,4524,1974.txt
Leslie,F,4462,1974.txt
Misty,F,4438,1974.txt
Donna,F,4356,1974.txt
Deborah,F,4345,1974.txt
Emily,F,4329,1974.txt
Sharon,F,4276,1974.txt
Veronica,F,4227,1974.txt
Kristin,F,4218,1974.txt
Catherine,F,4182,1974.txt
Erica,F,4122,1974.txt
Linda,F,4081,1974.txt
Kathleen,F,3952,1974.txt
Barbara,F,3905,1974.txt
Nancy,F,3895,1974.txt
Theresa,F,3856,1974.txt
Brandy,F,3831,1974.txt
Melinda,F,3751,1974.txt
Anna,F,3613,1974.txt
Jacqueline,F,3575,1974.txt
Gina,F,3559,1974.txt
Renee,F,3529,1974.txt
Rhonda,F,3524,1974.txt
Diana,F,3511,1974.txt
Cheryl,F,3499,1974.txt
Alicia,F,3436,1974.txt
Sherry,F,3434,1974.txt
Jodi,F,3306,1974.txt
Amber,F,3273,1974.txt
Valerie,F,3183,1974.txt
Debra,F,3134,1974.txt
Margaret,F,3088,1974.txt
Paula,F,3063,1974.txt
Jamie,F,3021,1974.txt
Kathryn,F,2992,1974.txt
Allison,F,2960,1974.txt
Ann,F,2931,1974.txt
Kristina,F,2889,1974.txt
Kristi,F,2884,1974.txt
Cindy,F,2851,1974.txt
Victoria,F,2847,1974.txt
Megan,F,2817,1974.txt
Brandi,F,2808,1974.txt
Shelly,F,2797,1974.txt
Tracey,F,2760,1974.txt
Joy,F,2756,1974.txt
Christie,F,2706,1974.txt
Suzanne,F,2698,1974.txt
Yolanda,F,2632,1974.txt
Regina,F,2587,1974.txt
Carla,F,2573,1974.txt
Deanna,F,2559,1974.txt
Laurie,F,2555,1974.txt
Beth,F,2522,1974.txt
Carolyn,F,2474,1974.txt
Natalie,F,2471,1974.txt
Anne,F,2463,1974.txt
Sheila,F,2439,1974.txt
Vanessa,F,2352,1974.txt
Colleen,F,2346,1974.txt
Courtney,F,2338,1974.txt
Kara,F,2304,1974.txt
Katrina,F,2277,1974.txt
Erika,F,2265,1974.txt
Samantha,F,2252,1974.txt
Diane,F,2228,1974.txt
Janet,F,2178,1974.txt
Jenny,F,2132,1974.txt
Sonya,F,2112,1974.txt
Kristy,F,2089,1974.txt
Alison,F,2080,1974.txt
Bridget,F,2080,1974.txt
Julia,F,2065,1974.txt
Felicia,F,2042,1974.txt
Carol,F,2039,1974.txt
Kristie,F,2039,1974.txt
Natasha,F,2006,1974.txt
Traci,F,2005,1974.txt
Shelley,F,1997,1974.txt
Tricia,F,1968,1974.txt
Anita,F,1936,1974.txt
Kim,F,1936,1974.txt
Kathy,F,1920,1974.txt
Kristine,F,1864,1974.txt
Aimee,F,1857,1974.txt
Leah,F,1843,1974.txt
Martha,F,1832,1974.txt
Terri,F,1827,1974.txt
Krista,F,1807,1974.txt
Kari,F,1805,1974.txt
Jody,F,1777,1974.txt
Joanna,F,1774,1974.txt
Stacie,F,1756,1974.txt
Carmen,F,1750,1974.txt
Kerry,F,1729,1974.txt
Cassandra,F,1727,1974.txt
Virginia,F,1712,1974.txt
Nichole,F,1684,1974.txt
Shawna,F,1663,1974.txt
Lynn,F,1646,1974.txt
Connie,F,1634,1974.txt
Ashley,F,1626,1974.txt
Sherri,F,1619,1974.txt
Claudia,F,1609,1974.txt
Kelli,F,1606,1974.txt
Robyn,F,1598,1974.txt
Angie,F,1590,1974.txt
Kerri,F,1577,1974.txt
Sonia,F,1577,1974.txt
Yvonne,F,1541,1974.txt
Monique,F,1532,1974.txt
Meredith,F,1519,1974.txt
Marie,F,1510,1974.txt
Becky,F,1497,1974.txt
Kendra,F,1491,1974.txt
Molly,F,1480,1974.txt
Tracie,F,1453,1974.txt
Toni,F,1452,1974.txt
Bonnie,F,1451,1974.txt
Angel,F,1450,1974.txt
Sheri,F,1428,1974.txt
Gloria,F,1421,1974.txt
Charity,F,1410,1974.txt
Lauren,F,1394,1974.txt
Annette,F,1381,1974.txt
