Jennifer,F,58185,1975.txt
Amy,F,32252,1975.txt
Heather,F,24300,1975.txt
Melissa,F,24167,1975.txt
Angela,F,23359,1975.txt
Michelle,F,22665,1975.txt
Kimberly,F,20263,1975.txt
Lisa,F,18134,1975.txt
Stephanie,F,15774,1975.txt
Nicole,F,14274,1975.txt
Rebecca,F,13926,1975.txt
Christina,F,12975,1975.txt
Jessica,F,12928,1975.txt
Amanda,F,12655,1975.txt
Elizabeth,F,12474,1975.txt
Kelly,F,11736,1975.txt
Sarah,F,11171,1975.txt
Julie,F,11144,1975.txt
Mary,F,10968,1975.txt
Laura,F,10312,1975.txt
Shannon,F,9371,1975.txt
Christine,F,9101,1975.txt
Dawn,F,8746,1975.txt
Tracy,F,8508,1975.txt
April,F,8243,1975.txt
Rachel,F,8225,1975.txt
Karen,F,8165,1975.txt
Andrea,F,8043,1975.txt
Carrie,F,7858,1975.txt
Tammy,F,7527,1975.txt
Maria,F,7524,1975.txt
Susan,F,7487,1975.txt
Wendy,F,7474,1975.txt
Stacy,F,7171,1975.txt
Tina,F,7065,1975.txt
Patricia,F,7050,1975.txt
Tiffany,F,6919,1975.txt
Erin,F,6892,1975.txt
Lori,F,6649,1975.txt
Cynthia,F,6540,1975.txt
Tara,F,6456,1975.txt
Danielle,F,6416,1975.txt
Crystal,F,6244,1975.txt
Stacey,F,5931,1975.txt
Tonya,F,5899,1975.txt
Jill,F,5728,1975.txt
Misty,F,5553,1975.txt
Emily,F,5481,1975.txt
Monica,F,5477,1975.txt
Tanya,F,5380,1975.txt
Sandra,F,5375,1975.txt
Melanie,F,5368,1975.txt
Christy,F,5168,1975.txt
Sara,F,5129,1975.txt
Holly,F,5048,1975.txt
Michele,F,5034,1975.txt
Brandy,F,4946,1975.txt
Katherine,F,4854,1975.txt
Amber,F,4682,1975.txt
Kristen,F,4676,1975.txt
Teresa,F,4638,1975.txt
Dana,F,4621,1975.txt
Erica,F,4581,1975.txt
Denise,F,4461,1975.txt
Robin,F,4330,1975.txt
Heidi,F,4295,1975.txt
Brenda,F,4240,1975.txt
Jamie,F,4233,1975.txt
Megan,F,4194,1975.txt
Pamela,F,4178,1975.txt
Leslie,F,4106,1975.txt
Veronica,F,4060,1975.txt
Catherine,F,3934,1975.txt
Kristin,F,3879,1975.txt
Sharon,F,3735,1975.txt
Alicia,F,3718,1975.txt
Tamara,F,3628,1975.txt
Theresa,F,3611,1975.txt
Anna,F,3570,1975.txt
Kathleen,F,3542,1975.txt
Linda,F,3523,1975.txt
Nancy,F,3512,1975.txt
Barbara,F,3455,1975.txt
Gina,F,3429,1975.txt
Donna,F,3422,1975.txt
Deborah,F,3413,1975.txt
Renee,F,3408,1975.txt
Brandi,F,3369,1975.txt
Allison,F,3350,1975.txt
Jacqueline,F,3314,1975.txt
Melinda,F,3282,1975.txt
Valerie,F,3227,1975.txt
Rhonda,F,3167,1975.txt
Jodi,F,3106,1975.txt
Sherry,F,3044,1975.txt
Christie,F,3027,1975.txt
Cheryl,F,2998,1975.txt
Margaret,F,2951,1975.txt
Kathryn,F,2948,1975.txt
Diana,F,2914,1975.txt
Samantha,F,2834,1975.txt
Courtney,F,2772,1975.txt
Kristina,F,2747,1975.txt
Ann,F,2716,1975.txt
Victoria,F,2712,1975.txt
Mandy,F,2710,1975.txt
Paula,F,2655,1975.txt
Yolanda,F,2653,1975.txt
Kristi,F,2646,1975.txt
Natalie,F,2636,1975.txt
Regina,F,2570,1975.txt
Cindy,F,2505,1975.txt
Shelly,F,2483,1975.txt
Vanessa,F,2445,1975.txt
Debra,F,2443,1975.txt
Felicia,F,2401,1975.txt
Tracey,F,2377,1975.txt
Kara,F,2360,1975.txt
Carolyn,F,2347,1975.txt
Beth,F,2324,1975.txt
Suzanne,F,2318,1975.txt
Carla,F,2314,1975.txt
Joy,F,2306,1975.txt
Anne,F,2285,1975.txt
Laurie,F,2284,1975.txt
Deanna,F,2277,1975.txt
Alison,F,2269,1975.txt
Erika,F,2257,1975.txt
Kari,F,2219,1975.txt
Tamika,F,2159,1975.txt
Katrina,F,2130,1975.txt
Leah,F,2121,1975.txt
Colleen,F,2100,1975.txt
Sheila,F,2099,1975.txt
Jenny,F,2059,1975.txt
Aimee,F,2031,1975.txt
Julia,F,2005,1975.txt
Ashley,F,1988,1975.txt
Janet,F,1950,1975.txt
Angie,F,1947,1975.txt
Kristy,F,1920,1975.txt
Diane,F,1908,1975.txt
Bridget,F,1863,1975.txt
Lauren,F,1847,1975.txt
Natasha,F,1842,1975.txt
Stacie,F,1839,1975.txt
Kristie,F,1819,1975.txt
Tricia,F,1803,1975.txt
Martha,F,1790,1975.txt
Carol,F,1786,1975.txt
Carmen,F,1776,1975.txt
Kelli,F,1769,1975.txt
Nichole,F,1765,1975.txt
Sonya,F,1760,1975.txt
Traci,F,1740,1975.txt
Virginia,F,1733,1975.txt
Anita,F,1720,1975.txt
Joanna,F,1696,1975.txt
Krista,F,1694,1975.txt
Kathy,F,1690,1975.txt
Shawna,F,1689,1975.txt
Jody,F,1685,1975.txt
Kerry,F,1678,1975.txt
Marie,F,1632,1975.txt
Terri,F,1601,1975.txt
Angel,F,1598,1975.txt
Kerri,F,1597,1975.txt
Cassandra,F,1587,1975.txt
Kristine,F,1559,1975.txt
Molly,F,1548,1975.txt
Shelley,F,1547,1975.txt
Robyn,F,1509,1975.txt
Kendra,F,1504,1975.txt
Keri,F,1503,1975.txt
Trisha,F,1502,1975.txt
Monique,F,1495,1975.txt
Sonia,F,1491,1975.txt
Kim,F,1480,1975.txt
Toni,F,1453,1975.txt
Claudia,F,1446,1975.txt
Meredith,F,1428,1975.txt
Lynn,F,1423,1975.txt
Charity,F,1421,1975.txt
Connie,F,1407,1975.txt
Rachael,F,1376,1975.txt
Adrienne,F,1371,1975.txt
Annette,F,1363,1975.txt
Bonnie,F,1345,1975.txt
Yvonne,F,1329,1975.txt
Sabrina,F,1327,1975.txt
Janice,F,1311,1975.txt
Mindy,F,1307,1975.txt
Becky,F,1305,1975.txt
Katie,F,1294,1975.txt
Gloria,F,1288,1975.txt
Sherri,F,1273,1975.txt
Latasha,F,1243,1975.txt
Caroline,F,1232,1975.txt
Ruth,F,1230,1975.txt
Tracie,F,1225,1975.txt
Angelica,F,1211,1975.txt
Hope,F,1208,1975.txt
Latonya,F,1208,1975.txt
Rosa,F,1207,1975.txt
Latoya,F,1202,1975.txt
Melody,F,1198,1975.txt
Cara,F,1193,1975.txt
Brooke,F,1181,1975.txt
Gretchen,F,1175,1975.txt
Kellie,F,1171,1975.txt
Kelley,F,1169,1975.txt
Jeanette,F,1160,1975.txt
Ana,F,1158,1975.txt
Sheri,F,1151,1975.txt
Sylvia,F,1143,1975.txt
Belinda,F,1139,1975.txt
Bethany,F,1136,1975.txt
Joanne,F,1134,1975.txt
Candice,F,1126,1975.txt
Joyce,F,1126,1975.txt
Candace,F,1123,1975.txt
Nikki,F,1103,1975.txt
Tasha,F,1084,1975.txt
Charlotte,F,1081,1975.txt
Ginger,F,1077,1975.txt
Charlene,F,1074,1975.txt
Rebekah,F,1071,1975.txt
Leigh,F,1065,1975.txt
Wanda,F,1058,1975.txt
Helen,F,1057,1975.txt
Alice,F,1055,1975.txt
Olivia,F,1049,1975.txt
Bobbie,F,1042,1975.txt
Frances,F,1030,1975.txt
Penny,F,1026,1975.txt
Norma,F,1023,1975.txt
Betty,F,1022,1975.txt
Ellen,F,1021,1975.txt
Shana,F,1019,1975.txt
Yvette,F,1018,1975.txt
Karla,F,1014,1975.txt
Keisha,F,1014,1975.txt
Billie,F,1011,1975.txt
Christa,F,1010,1975.txt
Beverly,F,1009,1975.txt
Marsha,F,1006,1975.txt
Trina,F,1006,1975.txt
Jolene,F,999,1975.txt
Leticia,F,977,1975.txt
Dorothy,F,974,1975.txt
Nakia,F,972,1975.txt
Cathy,F,970,1975.txt
Staci,F,969,1975.txt
Shawn,F,963,1975.txt
Tonia,F,958,1975.txt
Sally,F,949,1975.txt
Rose,F,947,1975.txt
Audrey,F,937,1975.txt
Joann,F,937,1975.txt
Juanita,F,936,1975.txt
Amie,F,920,1975.txt
Raquel,F,920,1975.txt
Jaime,F,915,1975.txt
Tabitha,F,912,1975.txt
Darlene,F,907,1975.txt
Christi,F,899,1975.txt
Naomi,F,898,1975.txt
Peggy,F,897,1975.txt
Tameka,F,893,1975.txt
Jodie,F,892,1975.txt
Jackie,F,886,1975.txt
Jean,F,884,1975.txt
Rita,F,883,1975.txt
Miranda,F,882,1975.txt
Vicki,F,882,1975.txt
Cristina,F,880,1975.txt
Maureen,F,877,1975.txt
Shirley,F,875,1975.txt
Kimberley,F,872,1975.txt
Evelyn,F,866,1975.txt
Kenya,F,863,1975.txt
Elaine,F,859,1975.txt
Casey,F,856,1975.txt
Judith,F,853,1975.txt
Sandy,F,841,1975.txt
Autumn,F,840,1975.txt
Jenifer,F,838,1975.txt
Lakisha,F,837,1975.txt
Tami,F,832,1975.txt
Rochelle,F,829,1975.txt
Jana,F,822,1975.txt
Meghan,F,821,1975.txt
Dena,F,816,1975.txt
Debbie,F,810,1975.txt
Marcia,F,794,1975.txt
Gwendolyn,F,792,1975.txt
Alisha,F,791,1975.txt
Rachelle,F,789,1975.txt
Summer,F,785,1975.txt
Jane,F,782,1975.txt
Loretta,F,777,1975.txt
Eva,F,764,1975.txt
Kirsten,F,762,1975.txt
Carey,F,757,1975.txt
Desiree,F,753,1975.txt
Judy,F,749,1975.txt
Chandra,F,747,1975.txt
Shelby,F,746,1975.txt
Roxanne,F,744,1975.txt
Cheri,F,733,1975.txt
Janelle,F,733,1975.txt
Nina,F,726,1975.txt
Alexandra,F,725,1975.txt
Chasity,F,725,1975.txt
Teri,F,723,1975.txt
Priscilla,F,722,1975.txt
Irene,F,721,1975.txt
Tammie,F,721,1975.txt
Stefanie,F,717,1975.txt
Esther,F,715,1975.txt
Lesley,F,714,1975.txt
Jennie,F,707,1975.txt
Jeanne,F,702,1975.txt
Jeannie,F,699,1975.txt
Tania,F,697,1975.txt
Angelina,F,683,1975.txt
Chastity,F,678,1975.txt
Alexis,F,676,1975.txt
Latisha,F,671,1975.txt
Miriam,F,671,1975.txt
Roberta,F,670,1975.txt
Lydia,F,669,1975.txt
Mandi,F,669,1975.txt
Angelia,F,668,1975.txt
Lora,F,666,1975.txt
Eileen,F,662,1975.txt
Brandie,F,659,1975.txt
Lorraine,F,656,1975.txt
Marilyn,F,652,1975.txt
Cherie,F,648,1975.txt
Candy,F,647,1975.txt
Antoinette,F,645,1975.txt
Bobbi,F,644,1975.txt
Lara,F,637,1975.txt
Tanisha,F,631,1975.txt
Ruby,F,629,1975.txt
Shauna,F,626,1975.txt
Dina,F,622,1975.txt
Lorena,F,621,1975.txt
Lynette,F,620,1975.txt
Sonja,F,617,1975.txt
Deana,F,616,1975.txt
Ebony,F,616,1975.txt
Abigail,F,614,1975.txt
Adriana,F,610,1975.txt
Jami,F,603,1975.txt
Shanna,F,601,1975.txt
Jacquelyn,F,600,1975.txt
Ronda,F,589,1975.txt
Lee,F,585,1975.txt
Alisa,F,576,1975.txt
Sheryl,F,576,1975.txt
Marisol,F,572,1975.txt
Vickie,F,572,1975.txt
Marla,F,569,1975.txt
Grace,F,568,1975.txt
Guadalupe,F,565,1975.txt
Tia,F,563,1975.txt
Wendi,F,562,1975.txt
Gail,F,561,1975.txt
Alyssa,F,559,1975.txt
Marisa,F,559,1975.txt
Michael,F,557,1975.txt
Angelique,F,556,1975.txt
Faith,F,555,1975.txt
Ericka,F,553,1975.txt
Nora,F,553,1975.txt
Joan,F,550,1975.txt
Melisa,F,549,1975.txt
Bernadette,F,545,1975.txt
Maribel,F,545,1975.txt
Johanna,F,541,1975.txt
Marcy,F,536,1975.txt
Rosemary,F,535,1975.txt
Lawanda,F,529,1975.txt
Terra,F,527,1975.txt
Amelia,F,524,1975.txt
Celeste,F,523,1975.txt
Jo,F,521,1975.txt
Misti,F,521,1975.txt
Cari,F,520,1975.txt
Alma,F,519,1975.txt
Elena,F,518,1975.txt
Hollie,F,518,1975.txt
Latanya,F,518,1975.txt
Lindsay,F,516,1975.txt
Lakeisha,F,513,1975.txt
Betsy,F,512,1975.txt
Cecilia,F,511,1975.txt
Audra,F,509,1975.txt
Ramona,F,509,1975.txt
Katina,F,506,1975.txt
Karin,F,503,1975.txt
Jenna,F,502,1975.txt
Dianna,F,501,1975.txt
Sherrie,F,499,1975.txt
Elisa,F,496,1975.txt
Yesenia,F,494,1975.txt
Marlene,F,493,1975.txt
Janine,F,492,1975.txt
Terry,F,491,1975.txt
Tabatha,F,490,1975.txt
Margarita,F,488,1975.txt
Lorie,F,487,1975.txt
Tamiko,F,486,1975.txt
Annie,F,485,1975.txt
Krystal,F,485,1975.txt
Lakesha,F,482,1975.txt
Shari,F,482,1975.txt
Lashonda,F,481,1975.txt
Emma,F,478,1975.txt
Kisha,F,478,1975.txt
Kate,F,477,1975.txt
Darcy,F,473,1975.txt
Lena,F,473,1975.txt
Marcie,F,468,1975.txt
Leanne,F,467,1975.txt
Tisha,F,466,1975.txt
Elisabeth,F,460,1975.txt
Camille,F,459,1975.txt
Anitra,F,457,1975.txt
Jeanine,F,457,1975.txt
Blanca,F,456,1975.txt
Josephine,F,456,1975.txt
Allyson,F,455,1975.txt
Bridgette,F,454,1975.txt
Lillian,F,454,1975.txt
Taryn,F,453,1975.txt
Hilary,F,452,1975.txt
Karrie,F,450,1975.txt
Shelia,F,450,1975.txt
Glenda,F,447,1975.txt
