Lisa,F,60266,1965.txt
Mary,F,34272,1965.txt
Karen,F,32874,1965.txt
Kimberly,F,28831,1965.txt
Susan,F,26327,1965.txt
Patricia,F,23555,1965.txt
Donna,F,19698,1965.txt
Linda,F,19335,1965.txt
Cynthia,F,19249,1965.txt
Angela,F,18750,1965.txt
Tammy,F,18007,1965.txt
Pamela,F,17470,1965.txt
Deborah,F,17083,1965.txt
Julie,F,16985,1965.txt
Sandra,F,16374,1965.txt
Elizabeth,F,16322,1965.txt
Laura,F,16215,1965.txt
Michelle,F,16214,1965.txt
Lori,F,15701,1965.txt
Jennifer,F,15208,1965.txt
Christine,F,15198,1965.txt
Sharon,F,15134,1965.txt
Brenda,F,15059,1965.txt
Teresa,F,14579,1965.txt
Barbara,F,14027,1965.txt
Dawn,F,13337,1965.txt
Debra,F,13098,1965.txt
Denise,F,13033,1965.txt
Tina,F,12827,1965.txt
Kelly,F,12761,1965.txt
Cheryl,F,12552,1965.txt
Nancy,F,12255,1965.txt
Robin,F,11991,1965.txt
Kathleen,F,11781,1965.txt
Amy,F,11529,1965.txt
Tracy,F,11174,1965.txt
Rhonda,F,10950,1965.txt
Melissa,F,10565,1965.txt
Wendy,F,10480,1965.txt
Diane,F,10363,1965.txt
Rebecca,F,10215,1965.txt
Carol,F,10101,1965.txt
Kim,F,10083,1965.txt
Stephanie,F,9763,1965.txt
Theresa,F,9684,1965.txt
Maria,F,9471,1965.txt
Jacqueline,F,9413,1965.txt
Michele,F,8664,1965.txt
Paula,F,7911,1965.txt
Sheila,F,7903,1965.txt
Jill,F,7821,1965.txt
Margaret,F,7793,1965.txt
Cindy,F,7778,1965.txt
Kathy,F,7762,1965.txt
Janet,F,7658,1965.txt
Sherry,F,7387,1965.txt
Catherine,F,7250,1965.txt
Carolyn,F,6969,1965.txt
Ann,F,6781,1965.txt
Laurie,F,6533,1965.txt
Connie,F,6153,1965.txt
Debbie,F,6090,1965.txt
Andrea,F,6082,1965.txt
Diana,F,5928,1965.txt
Suzanne,F,5914,1965.txt
Beth,F,5771,1965.txt
Valerie,F,5650,1965.txt
Renee,F,5497,1965.txt
Terri,F,5378,1965.txt
Gina,F,5268,1965.txt
Annette,F,5260,1965.txt
Monica,F,5113,1965.txt
Janice,F,5030,1965.txt
Christina,F,4976,1965.txt
Leslie,F,4874,1965.txt
Carla,F,4780,1965.txt
Dana,F,4726,1965.txt
Anne,F,4724,1965.txt
Katherine,F,4710,1965.txt
Lynn,F,4668,1965.txt
Wanda,F,4652,1965.txt
Regina,F,4548,1965.txt
Darlene,F,4358,1965.txt
Stacey,F,4272,1965.txt
Tracey,F,4259,1965.txt
Judy,F,4241,1965.txt
Kathryn,F,4159,1965.txt
Cathy,F,4152,1965.txt
Joyce,F,4130,1965.txt
Bonnie,F,4127,1965.txt
Sherri,F,4065,1965.txt
Sarah,F,4057,1965.txt
Colleen,F,4030,1965.txt
Anita,F,4021,1965.txt
Jane,F,3928,1965.txt
Anna,F,3921,1965.txt
Penny,F,3898,1965.txt
Shelly,F,3850,1965.txt
Martha,F,3800,1965.txt
Melinda,F,3799,1965.txt
Beverly,F,3773,1965.txt
Judith,F,3583,1965.txt
Betty,F,3565,1965.txt
Tamara,F,3563,1965.txt
Heidi,F,3558,1965.txt
Marie,F,3486,1965.txt
Maureen,F,3482,1965.txt
Victoria,F,3479,1965.txt
Gloria,F,3440,1965.txt
Deanna,F,3406,1965.txt
Shirley,F,3370,1965.txt
Jean,F,3363,1965.txt
Holly,F,3358,1965.txt
Vicki,F,3330,1965.txt
Virginia,F,3295,1965.txt
Joan,F,3282,1965.txt
Ellen,F,3252,1965.txt
Ruth,F,3230,1965.txt
Stacy,F,3205,1965.txt
Kristine,F,3164,1965.txt
Joanne,F,3150,1965.txt
Melanie,F,3115,1965.txt
Peggy,F,3105,1965.txt
Julia,F,3100,1965.txt
Veronica,F,3075,1965.txt
Rita,F,3064,1965.txt
Jodi,F,3054,1965.txt
Allison,F,3044,1965.txt
Tonya,F,2968,1965.txt
Dorothy,F,2960,1965.txt
Sylvia,F,2958,1965.txt
Yvonne,F,2954,1965.txt
Rose,F,2865,1965.txt
Gail,F,2858,1965.txt
Kristin,F,2830,1965.txt
April,F,2811,1965.txt
Helen,F,2804,1965.txt
Vickie,F,2784,1965.txt
Yolanda,F,2759,1965.txt
Jamie,F,2747,1965.txt
Sheri,F,2629,1965.txt
Charlene,F,2591,1965.txt
Becky,F,2589,1965.txt
Shannon,F,2569,1965.txt
Alice,F,2567,1965.txt
Crystal,F,2542,1965.txt
Sheryl,F,2535,1965.txt
Shelley,F,2528,1965.txt
Elaine,F,2498,1965.txt
Heather,F,2498,1965.txt
Marilyn,F,2489,1965.txt
Carrie,F,2484,1965.txt
Charlotte,F,2471,1965.txt
Yvette,F,2466,1965.txt
Phyllis,F,2465,1965.txt
Jackie,F,2444,1965.txt
